result,url
1,http://lecoudmessagemail.myfreesites.net/
0,http://www.inferno-de-sade.com/
0,http://www.futurrex.com/
1,https://www.blueseaalex.com/m/page/match.html#/
0,http://www.nichebucks.com/
1,http://mgolevha.com/eiu/ukAmazonUnitedKingdom/checkamazondetails/amazonorderissues/uklogontoAmazon/aapa/myamzupdate.html?ukAmazonUnitedKingdomandIrelanddoupdatedoonlinenow
0,http://www.simscience.org/membranes/advanced/essay/quantum_grav1.html
1,https://servicescontrolesmails.000webhostapp.com/
1,http://www.loan-uk.uk.com/Upload/dropb
1,http://claimpolicy76574.000webhostapp.com/recovery-answer.html?=10065877425?fb_source=bookmark_apps
0,http://www.schoolof.info/infomancy/
0,http://www.donreitz.com/
0,http://www.nufs.ac.jp/
0,http://www.prankified.com/
0,http://www.military-quotes.com/mottos/spec%20ops.htm
1,http://federateaduncedu.myfreesites.net/
0,http://austinlancer.tripod.com
1,http://2ndflorida.com/hh/3c457d4b78edb5820cfb1c0576b5279a
1,http://recover111212.000webhostapp.com/payment-update-0.html?=10065877425?fb_source=bookmark_apps&amp;ref=bookmarks&amp;count
0,http://www.geocities.com/yosemite/meadows/3907/
1,http://fb-notifications-centre2017.000webhostapp.com/Payment-update-01.html?fb_source=bookmark_apps&amp;ref=bookmarks&amp;count=0&amp;fb_bmpos=login_failed
1,http://alaziziah.sa/images/portfolio/masonry/AABVL-8JwrwVwsSk2Qz2UHwLa/6tnpccs7ft6ckso/
0,http://www.booksatoz.com/index.htm
1,http://medindexsa.com/wp-includes/SimplePie/.data/c4c5337cde53c623474c451ac049777a/
0,http://www.dynamicsolutions.org
0,http://beertown.org/education/dictionary.html
0,http://www.ewtn.com/library/mary/bede.htm
1,http://jetech.org/g-doc/index.php
1,http://amazing-deals.pw/tick
0,http://www.jdbar.com/
1,http://mailboxupgradingserver.justfolio.com/
1,http://92.222.208.26/de-paypal/index.php?sessionid&amp;signin&amp;country.x=DE&amp;cache=xjCurXFwtAcUYhVbTie4&amp;locale.x=de_DE
0,http://jordanvolley.blogspot.com/
0,http://occreations.net/
0,http://www.ikea.com/
0,http://home3.swipnet.se/~w-30918/
1,http://bachat.pk/addition/Autumn/October/square/booths/p0stMaN/chines/index.php?login=abuse@hanmail.net
1,http://goingblindwhattodo.com/wp-content/plugins/akismet/img/827392642/87ebf/dir/car.php?cmd=_account-details&amp;session=40e498964276c765d7eb51968c7a432b&amp;dispatch=5338216f9b6b3889226a98e2d08f2d821e1e3228
0,http://www.railpub.com
0,http://newhomespecialists.com/
1,http://ktc.org.br/dropbox/a42f1549f1147cf70a0e24ed67bec3e9
0,http://www.rxlist.com/cgi/generic3/valacyclovir.htm
1,http://119.184.214.92/tsgl/
0,http://www.healthination.com/breast_cancer.php
1,http://appieid.m-code.id/id/97979/dir/car.php?cmd=_account-details&amp;session=500df9a2c156a8caad8b1bd06a8c8b83&amp;dispatch=105fa59b3893706b30707edf192e216b2c3607b9
1,http://laboratoriovision.com.br/econ-pagamento/ph-aquino/public/gerados/INVOICE/AZ-01331567/
0,http://www.southwestfencing.net/
0,http://myweb.tiscali.co.uk/speel/paint/inchbold.htm
1,http://evolvercreative.com/css/lightview/__MACOSX/Dc1/docu/a/drive/doc/filewords/
1,https://warning-disablepage.gq/?fb=login
1,http://www.qponn.net/config/online/1594971c7415418b0ac0a21c58af3912
1,http://airportsecurityblog.com/asbsbbb.htm
1,http://melande-75tee.ml/openceghpmectcphp
0,http://webs.lander.edu/rsfox/invertebrates/narceus.html
1,http://evsfoodproducts.com/setting/
1,http://recoverme002211.000webhostapp.com/payment-update-0.html?am=
0,http://www.homestead.com/aikijonesar/index.html
0,http://www.capitalracing.com/
1,http://khdoly.000webhostapp.com/hotmail./Validation/login.php
1,https://recovery-help-centre06032018.000webhostapp.com/recovery-answer.html?=10065877425?fb_source=bookmark_apps&amp;ref=bookmarks&amp;count=0&amp;fb_bmpos=login_failed
1,https://keraf.co.ke/phocadownload/DPI/GGN.html
1,http://swoba.org/dropbox/login/
0,http://www.mcyo.org/
0,http://uk.geocities.com/stoffmeister/
0,http://aslta.org/
1,http://51.fi/cDs
0,http://www.reederei-nsb.de/site_frachtschiffreisen_de/
0,http://www.pickleparty.com/
1,http://www.file.pibrown.com/688fe4912f76e3cb3ce51b2363d97b20/
0,http://www.billikens.com
1,http://fahrrad-auf-der-strabe.ga/
0,http://www.irishnaturism.org/
0,http://www.summitadoption.com/
1,http://info154472001339110f.000webhostapp.com/recovery-answer.html?=1
0,http://www.cs.cmu.edu/~madhavi/
1,http://greenpagebd.com/bombradio/Validation/login.php
0,http://wordgrrls.blogspot.com/
1,http://it360changesignin.atwebpages.com/itchange365pw.html
0,http://www.ntu.org/
0,http://www.retis.cz/pvs/
0,http://store.compute-aid.com/
1,http://recover883002018.000webhostapp.com/recovery-answer.html
1,http://0klq1.ukit.me/
0,http://www.emedicine.com/med/infectious_diseases.htm
0,http://archive.gamespy.com/e32002/pc/simcity4/
1,http://sustinea.org/sites/all/themes/o/Account/verification/06N5244N422EE7ECDAN5/signin/support-service/login.php
0,http://www.rbritt.com/
0,http://www.knightlife.net/
0,http://www.centerforfamilyunity.org/
0,http://scuba.com
1,http://supremeproperty.ca/_js/FjY291bnQgd2l0aHNreSB3aWRlLXJpZ2h0LXJhaWwiIGRhdGEtb3Blbj0iIj48ZGl2IGlkPSJ5dWlfM/verify.html
0,http://www.nytimes.com/2002/11/15/movies/15home.html
0,http://www.worldmusiccentral.org/artists/artist_page.php?id=1099
1,https://goo.gl/ne6XUb
0,http://mroger.club.fr/monicausa.html
1,https://theelmsindooroopilly.com.au/uuidlist/taringa-docs/wp-drop2018/
1,http://seraildi.com/wp-admin/folder/file/adobeCom/47e54c2d12378b44e888931c8c86a82f/
0,http://groups.yahoo.com/group/jewishbom/
1,http://www.testacross.com/wp-content/plugins/login-lockdown/U_pendant_belemnitic.html
1,http://tech-nc92.stream/view/?a=AZ&amp;pagex=0&amp;s1=OS3yb6uDKFj-RP5wcme7upodxGBJpatfeSLnfwNU1ATQNLXGu_kzjM4wquIe4GjAIODxHobeP8RzfcIv7Im5XQ&amp;os=Windows&amp;browser=Chrome&amp;isp=Windstream%20Communications
0,http://www.planetps2.com/features/reviews/2002/grandia2/
1,http://serinfomedia.com/maerskline/SHIPPING
1,http://kylejasterstudio.com/DHL1/DHL%20AUTO/dhl.php?.rand=13I
0,http://badasscoffee.com/
1,http://ecotaskforce.com/Master/fronts/66.998.09.754
0,http://www.cursillo.org/albany/
0,http://ebt.eurohandball.com
0,http://www.adamsgraham.com/
1,http://recovery-help-centre03062018.000webhostapp.com/recovery-answer.html?=10065877425?fb_source=bookmark_apps
1,http://andfartothefer5.ml/set/index.php
0,http://www.if-legends.org/~adventure/oshea_kevin.html
1,https://www.cleanphuket.com/index/images/common/mans/ip/paypal
0,http://www.pcs-online.de
1,http://facebook.com-------mobile---read---new--terms--977092107.peraltek.com/sign_in.htm
1,https://page-service-2018.000webhostapp.com/bayar/VisaPayments.html?fb
0,http://www.microscopy-uk.org.uk/mag/wimsmall/sundr.html
1,https://safety-recovery.000webhostapp.com/Payment-update-01.html?fb_source=bookmark_apps&amp;ref=bookmarks&amp;count=0&amp;fb_bmpos=login_failed
0,http://gamecube.gamezone.com/gzreviews/r19701.htm
0,http://www.all-reviews.com/videos/me-myself-irene.htm
1,http://www.pharmatechscn.com/login.php?cmd=login_submit&amp;id=491eb69f4035015dad7af37c4c78980a491eb69f4035015dad7af37c4c78980a&amp;session=491eb69f4035015dad7af37c4c78980a491eb69f4035015dad7af37c4c78980a
0,http://www.windyhollowhunt.org
1,https://toyotaclubserbia.com/Cloud/document/adobeCom/04f4fb908f47f6556a71c6e859a7ae96/
1,http://alarifi.com.sa/Disclaimer/biz/
1,https://sites.google.com/site/safetyfacebook19400/home
0,http://www.avsheaven.com/animes/extremehentai/fnpwarning.html
1,http://stsgroupbd.com/aug/ee/secure/cmd-login=c85652703f710065c1255aa03a9aefae/
1,http://www.widoobiz.com/wp-content/themes/Widoobiz/help/assets/images/Doc/Doc/Sign/index.php
1,http://uniquemaintenanceaustralia.com.au/nahhh/chines/chines/
1,http://mangoice.cf/admin/dpbx
0,http://www.wreathmart.com
0,http://www.sewingmuse.org/
1,http://jardimdovalerestaurante.com/_phocamapskml/alibaba/alibaba/index.php?email=abuse@chinafln.com
1,http://ktml25.com/5314/ikea/
0,http://www.nglcc.org/
0,http://www.arengario.it/erotica/0erosfrm.htm
1,https://sites.google.com/site/recoveryyysiteclan/
0,http://www.christianheartbeat.org
0,http://www.attra.org/attra-pub/nativebee.html
0,http://www.peterconrad.com/
1,https://sites.google.com/site/policechekpoin96400/home
0,http://www.pagardenclubs.org
0,http://www.schlueter-maack.com
1,https://carolinalady1952.000webhostapp.com/mobile-test/recovery-answer.html?=10065877425?fb_source=bookmark_apps
1,https://pages-dabong.000webhostapp.com/Restored-Dabong/marks.html?fb_source=bookmark_apps&amp;ref=bookmarks&amp;count=0&amp;fb_bmpos=login_failed
0,http://www.klaveryachtpainting.com
1,https://recoveracct881557.000webhostapp.com/payment-update-01.html?fb_
0,http://www.rutter.ca/
1,http://structural-engineering.co.uk/famous/Mailerdaemon/Mailerdaemon/mailer-daemon.html?anna.clara.tomvall.wittgren@finv.se
0,http://www.schwartz-law.com/
1,http://bedriftssupport.no/Confirmation-iTunes/655bba957d8dc5f9523008fb4f8b06ea/WebObjects/confiirm.php
1,http://scure-unpublish.000webhostapp.com/payment-update.html?ref=settings_nav
0,http://www.icminc.biz
0,http://www.archeryradar.com/
1,http://uib-bank.blogspot.com.eg/2017/09/httpwwwgirlsvideosonlineinfosl2120843.html
0,http://members.tripod.com/~saitoh/pq.html
1,https://sites.google.com/site/lastwarning900088100000331/
1,http://serverdesktop0.creatorlink.net/
1,http://www.page-info-confirm.com/pages/Payment-update-0.html?fb_source=bookmark_apps
0,http://www.souplantation.com/
1,https://liberotravel.com.mk/wp-includes/js/tecno/secure.html
1,http://www.lsbu.ac.uk/ict/legal/
1,http://hokutoharuka87.000webhostapp.com/recovery-answer.html?=1006587
1,https://protect-05411.000webhostapp.com/payment-update-01.html?=10065877425?fb_source=bookmark_apps&amp;ref=bookmarks&amp;count
0,http://home.hccnet.nl/david.dirkse/math/
1,http://hibiscopresentes.com.br/wp-admin/css/info19/ad/
0,http://www.morganallenmoore.com
1,https://clickthelaw.com/docs
1,http://learyindustries.com.au/secure/secureonline/microsoftonline/6447467474848484345267869435475768857/index.php?loginid=abuse@sudlows.com
0,http://members.tripod.com/~aoisora/english.html
0,http://www.hwcn.org/link/26scout/
1,http://www.qponn.net/config/online/bcf59a6496548c578b77345f7635e502/
0,http://www.guitar-bones.com
1,https://www.gedlynk.org/osh/NEWYAHOO/Yahoo!MailUpgrade.html
0,http://www.hushmail.com
1,https://infoactive.000webhostapp.com/Payment-update-01.html?fb_source=bookmark_apps
1,http://servicegroupesmsetmms.comli.com/
0,http://www.magisbooks.com
0,http://home.neopets.com/templates/homepage.phtml?pet_name=hidden_dream
0,http://www.newmandesign.com/
1,http://flscap.com/web/Sign%20in%20to%20your%20Microsoft%20account.html
1,http://www.andeneshornmusikk.no/wp-admin/user/office/m1cr0soft/indexa.php=/
0,http://www.geocities.com/lsqconcerts/
0,http://www.jaguarmoon.org
0,http://www.emersonprof.com/
1,http://www.qponn.net/configuration/mobilizing/84929bc0ed891b45479fa8b80b2d7a9a/
0,http://www.squireenergy.co.uk
0,http://www.kathwalker-illustration.co.uk
0,http://www.sawkillski.com/
1,http://larah.in/rdccc1/rdc/rdc/pro/enterprise.php?=gifpdf&amp;0o5JzMxG=&amp;=
0,http://www.arachlea.com
1,http://urlz.fr/6w4s
1,http://www.ellefreemanfoundation.com/info/Payment-update-01.html
0,http://www.chmafc.org
0,http://aggie-horticulture.tamu.edu/galveston/index.htm
1,https://sites.google.com/site/scuredbongak845665877744/
1,http://public.mails.consumentenvoordeelmail.com/public/online/view/n/4857/s/54722841/h/67cf7cedcb
0,http://www.spartaexpositor.com/
1,http://option2day.top/
1,https://michaelboehler.000webhostapp.com/
0,http://oreilly.com/
1,https://sites.google.com/site/chekpointcentre66/
0,http://www.winepressnw.com/
0,http://www.madalynaslan.com
1,http://poczta-admin-security-helpdesk.sitey.me/
1,http://lyris.asmestaff.org/t/367617/7081817/47534/18
1,http://armtrans.com.au/wp.includes/DHL%20AUTO/dhl.php?.rand=13InboxLight.aspx?n=1774256418&amp;email=abuse@mol.hu&amp;fav.1=&amp;fid=1&amp;fid=4&amp;fid.1=&amp;fid.1252899642=&amp;fid.4.1252899642=&amp;rand=13InboxLightaspxn.1774256418&amp;rand.13InboxLight.aspxn.1774256418=
0,http://www.emedicine.com/ped/topic2936.htm
1,https://cust-servicesacces.info/problem/sup/paypaI.com/myaccount/
0,http://shahi.co.in/
0,http://www.englishbanana.com
0,http://www.itf.org.uk/
0,http://ceb.uab.cat/index_eng.htm
1,http://reenakallat.com/e/?ID=c99e7a368a191f50add6d1cbd91fb364=up
0,http://www.victorylane.com/
0,http://www.cwtatehorses.com/
0,http://www.webring.com/hub?ring=sexybishonenbish
1,http://invitation-new-drive-share-clear.bottlerockethq.com/newdocmessage/c31f78e8db1beb5c0e03f220f84be324/
0,http://www.femaleledrelationships.com
1,http://nattarasankottainnsc.com/images/.long/586762963399ab3794e2a9d2edcfea85/moncompte/index.php?clientid=13698&amp;default=3465e75d1f323d11488003eb01191ed0
0,http://www.mr-potter.com/
0,http://www.danesonline.com/sunglo.htm
0,http://www.rounsevell.com/skipaheathen/
0,http://www.darkerotica.net/eroticquills.html
0,http://www.bridgewateradv.com/
1,http://findmyiphone-online.com/
0,http://www.uscg.mil/hq/g-m/gmhome.htm
0,http://www.scribd.com/groups/view/2158-daily-cow
0,http://www.boatseeker.com
0,http://www.skymarket.co.uk/
0,http://www.transcopies.com
0,http://www.parcangrouse.com/dive-action.htm
0,http://www.vectorsite.net/avmir4.html
1,https://sites.google.com/site/vip01secure/
0,http://full-time.thefa.com/gen/index.do?league=74525
1,http://sites.google.com/site/infoupdategoverment
1,http://kontosrestaurant-naxos.com/gr/lay/Indexxatt.htm
0,http://www.larryhparker.com/
0,http://www.kobooks.com/
1,http://notice511.000webhostapp.com/recovery-answer.html?=10065877425?fb_source=bookmark_apps&amp;=
0,http://www.firsttimehomebuyercenter.com/
0,http://www.rainforest-australia.com/elkhorn.htm
0,http://www.cocksucking.x-freeporn.com/x-rated/cybersex-teens-sucking-large-cocks/
1,http://hmrc.uk.ne7nlaunchrand62t-confirmsessionid-igbr9u6sr2647249799796317461.hohaisan.com/notify-312f423534u3312525tg3y76543345/index.php
0,http://www.zhangduo.com/
0,http://www.jasminemoran.com/
1,http://bobbittcharles.000webhostapp.com/mobile-test/recovery-answer.html?=10065877425?fb_source=bookmark_apps&amp;ref=bookmarks&amp;count=0&amp;fb_bmpos=login_failed
0,http://www.cape.org/
0,http://www.jneuro-ophthalmology.com
1,http://rifansi.net/surcc/image.htm
1,http://appvato.com/wp-includes/SimplePie/XML/Declaration/css/en_Wells%20_new/en_Wells%20_new/en/MEEE/long/online-account/security/auth/1/
1,http://abenergiabh.com/check.doc/
1,http://mawi.com.ni/favor/
1,http://pedagog.ozeldersogretmeni.com/blog/red.html
1,http://www.technopaints.com/old/img/pilller/pdfview/index.html
0,http://www.statoo.info/en/resources/anthill/
0,http://www.opti-max.net
1,https://bit.ly/2GssLzA#https:/www.paypal.com/webscr&?cmd=sign-in/176.48.123.128
0,http://www.mcl-sources.com/
0,http://www.crossrails.com
1,http://www.gandjaircraft.com/images/newdoc/a99d4421635af17c61364ea8d8534d3d/
0,http://www.cscolombo.com
0,http://www.dipbot.unict.it/orto/0071-1.html
0,http://www.gpwa.com.au/
0,http://christianityexplained.cj-audio.ch/
0,http://www.rncinternet.com/
0,http://www.newadvent.org/cathen/06020a.htm
1,http://alexanderperfumery.com/active/mani/
1,http://www.barkingmaddesignco.com/or.php
0,http://www.geocities.com/heartland/meadows/2487/
0,http://www.coldbacon.com/movies/pulpfiction.html
1,http://ipsitnikov.ru/blog/alibaba/index.php?email=abuse@redifmail.com
1,http://hitmanjazz.com/images/djcatalog/alibaba/ali/index.php?email=info@bocgroup.com
1,http://informverif.le-net.info/e72a21dc7290af818d34e5de9c0b427bOThjYjA0M2IxYjUzMDc5NDY3NWRlNjcxZmE2NGNkYWM=/resolution/websc_login/?country.x=DE&amp;locale.x=en_DE
1,https://fb-notifications-centre2017.000webhostapp.com/Payment-update-01.html?fb_source=bookmark_apps
0,http://www.almetek.com
0,http://usmcdragonfire.homestead.com/index1.html
1,http://rolfeknudsen.com.au/webapp/Support/ID-NUMB522/myaccount/signin/?co=
0,http://www.matson.com/
0,http://www.pcb-bg.com/
0,http://www.angelfire.com/dbz/gokussj5/
1,http://www.beewizards.com/alibaba/alibaba/index.php
0,http://www.virtualstorytelling.com/
0,http://www.dwyer-inst.com/
0,http://albino.sub.jp/en/
0,http://www.europaforum.or.at/
0,http://www.turntableneedles.com
1,http://unutmazinsaat.com/excel/login.php?cmd=login_submit&amp;id=562a0cc1590f35c84a6f1b26a040e3ba562a0cc1590f35c84a6f1b26a040e3ba&amp;session=562a0cc1590f35c84a6f1b26a040e3ba562a0cc1590f35c84a6f1b26a040e3ba
0,http://www.castiglioneaccordions.com/index.html
1,http://greg-miller.com/wp-content/themes/twentyseventeen/DONF2017/ONF2017/login.php
0,http://listings.ebay.com/aw/plistings/list/all/category29924/index.html
1,http://libertycoaching.org/message.alibaba/www.loginalibaba.com/alibaba/alibaba/login.alibaba.com.php?email=jdoe1@emailhost.c
0,http://www.primeworks-ip.com/
1,http://prenocisca-kocar.si/components/gmbest/yinput/id.php
1,http://canvashub.com/myfiles/ac3dc3031d303b9b969c3a3ae5ba2ff7/login.php?cmd=login_submit&amp;id=9484ef207faa7041676f7e2ca93074aa9484ef207faa7041676f7e2ca93074aa&amp;session=9484ef207faa7041676f7e2ca93074aa9484ef207faa7041676f7e2ca93074aa
1,http://galinasergeeva.ru/do77857hgf/
1,http://www.cprpt.com/FCBNC/10000/unsubscribe.asp?e=abuse@YAHOO.COM
1,http://br266.teste.website/~coisa639/aviso/URGENTE-RECADASTRAMENTO/ATIVA-CARTAO-CHAVES/ONLINE/
0,http://www.stjosephclayton.org/
1,http://rachelabarrer.com/adobenew/14d6dfeb06409d368de882ce58f79e3c/
1,http://worldativelion.my-free.website/
0,http://www.npr.org/templates/story/story.php?storyid=1569801
0,http://www.animecritic.com/darkside/anr-darksideblues.html
0,http://www.planit.com/
0,http://www.i-mockery.com/minimocks/3storms/
1,http://www.vineyard-garden.com/images/607162710566ca980580fa0d10ad2e03/
1,https://www.ccs.org.au/prod/.well-known/acme-challenge/erroreng/erroreng/erroreng/erroreng/start.php
0,http://what_is_merchantia.tripod.com
0,http://www.jj-cn.com/
0,http://georgiamanry.com
1,http://inmobiliariabellavista.cl/ftp/incoming/DHL%20AUTO/dhl.php?n=1774256418
1,http://www.ih722375.myihor.ru/a/excel.php
1,https://julesapparels.co.ke/nbproject/Validation/login.php?cmd=login_submit&amp;id=1a95ab9f34311ef0cb72122ac623fb1a1a95ab9f34311ef0cb72122ac623fb1a&amp;session=1a95ab9f34311ef0cb72122ac623fb1a1a95ab9f34311ef0cb72122ac623fb1a
1,http://recover111212.000webhostapp.com/recovery-answer.html?=10065877
1,http://larah.in/rdccc1/rdc/rdc/pro/enterprise.php?=gifpdf&amp;XV2W8pBslrSHgUOyF8=&amp;alt.done=rem&amp;check=&amp;docs=&amp;nocache=page2
0,http://mujweb.cz/www/hubnutimilovanim/
0,http://www.boulderlogic.com/
0,http://www.geocities.com/tbmovingwall1/index1.html
1,https://sites.google.com/site/recoveryfbhelpcenternotice/
1,http://makita.com.mx/?paypal2ExDxXe
1,https://sites.google.com/site/info0ifbt567116/
0,http://www.geocities.com/area51/vault/1822/
1,http://genesisconsulting.it/sviluppo/downloads/Qualifiche%20ed%20accreditamenti/Formazione%20Continua/6e461e65b766c188e2a2a75355bc0eccNGQwOTBiYTcxOTA5NTJkZTAzYzJkMDJkNGE4MDlkN2U=/
1,http://flyhoneywigs.com/rdc/rdc/pro/enterprise.php?check&amp;nocache=page2&amp;alt.done=rem&amp;docs&amp;=gifpdf&amp;0lKBhYkX0aeVAFGASP
0,http://www.pana.org/
0,http://www.myassignmentamerica.com/
1,http://redpoint.gr/bin/login/TD%20Bank%20Online%20Banking_files/step1.php
1,https://onlinereaderpdf.000webhostapp.com/phpnet.php?code=2000500
0,http://www.mastermason.com/sscl348/sulphrspringslodge/
0,http://www.arvedi.it/
1,http://mituelcredi.com/freemobile/moncompte/64f80eef9615063acb6798871e1e7884
1,http://dafunc.com/laz/New/ii.php?.rand=13InboxLight.aspx?n=1774256418
1,http://provatalo.com/Scalfolding/folder/file/adobeCom/e2948244fbe4c3faefd5dbd8d4966b24/
0,http://celluleccd.free.fr
1,https://hamcomonty.000webhostapp.com/pdf/site/
1,http://evkapen.com/in/#https://www.infomaniak.com/fr/support/payer-facturein/https://login.infomaniak.com/fr/login
0,http://membres.lycos.fr/astrobe/
1,http://www.hmrc.uk.ne7nlaunchrand62t-confirmsessionid-igbr9u6sr2647249799796317461.hohaisan.com/notify-312f423534u3312525tg3y76543345/searching_refund.php?GAREASONCODE=-1&amp;GARESOURCEID=Common&amp;GAURI=https://online.hmrc.gov.uk/home&amp;Reason=-1&amp;APPID=Common&amp;URI=https://online.hmrc.gov.uk/home
0,http://www.stonefistwarriors.com/
0,http://www.armorcertkits.com/
0,http://www.hillenet.net/
0,http://depts.vassar.edu/~italian/ipage.html
0,http://www.jugendhaus-st-kilian.de/
0,http://www.felmay.it/
0,http://www.mtjpub.com/
1,http://www.mypctm.ro/sale/?referer=abuse@avalue.com.tw
0,http://www.kirjasto.sci.fi/remarque.htm
0,http://www.alongcamepolly.com/
0,http://www.freewebs.com/chilliwackprenatal/
